Project_ID,Asset_ID,Asset_Type,Current_Lifecycle_Status,Refresh_Year,Planned_Refresh_Date,Actual_Refresh_Date,Budget_Estimate_CAD,Project_Status,Constraint_or_Blocker
PRJ-004443,AST-0013332,Laptop,Past EOL,2027,2027-03-29,,1887.98,Planning,Vendor Lead Time
PRJ-004444,AST-0008561,Laptop,EOL within 24 months,2027,2027-03-28,,3180.57,Planning,Branch Scheduling
PRJ-004445,AST-0019926,VDI Endpoint,EOL within 24 months,2028,2028-07-15,,843.27,Planning,Application Dependency
PRJ-004446,AST-0016961,Desktop,EOL within 12 months,2027,2027-10-24,,1394.03,Planning,Application Dependency
PRJ-004447,AST-0017258,Desktop,EOL within 12 months,2027,2027-03-19,,1296.53,Not Started,Budget Approval
PRJ-004448,AST-0019103,VDI Endpoint,EOL within 12 months,2028,2028-03-09,,1378.83,Planning,Branch Scheduling
PRJ-004449,AST-0020633,Server,EOL within 24 months,2027,2027-02-25,,12377.8,Not Started,Change Freeze
PRJ-004450,AST-0011078,Laptop,Past EOL,2028,2028-02-25,2028-03-02,1458.04,Completed,Application Dependency
PRJ-004451,AST-0007742,Laptop,EOL within 24 months,2027,2027-04-01,,2682.85,In Progress,Security Exception
PRJ-004452,AST-0007645,Laptop,Past EOL,2026,2026-09-02,,1911.02,Planning,Security Exception
PRJ-004453,AST-0007840,Laptop,EOL within 12 months,2028,2028-07-03,,2077.3,In Progress,Branch Scheduling
PRJ-004454,AST-0015999,Desktop,EOL within 24 months,2026,2026-08-05,,1010.17,In Progress,None
PRJ-004455,AST-0011994,Laptop,Past EOL,2028,2028-02-27,,1759.54,Planning,Change Freeze
PRJ-004456,AST-0009579,Laptop,EOL within 24 months,2028,2028-12-16,,1822.62,Deferred,Budget Approval
PRJ-004457,AST-0018554,VDI Endpoint,EOL within 12 months,2027,2027-05-27,,1381.8,Deferred,Budget Approval
PRJ-004458,AST-0023874,Wireless Access Point,EOL within 12 months,2028,2028-06-23,,1045.63,Not Started,Application Dependency
PRJ-004459,AST-0001634,Laptop,Past EOL,2027,2027-02-01,,1398.05,Planning,Security Exception
PRJ-004460,AST-0001229,Laptop,EOL within 24 months,2027,2027-07-30,2027-07-30,3623.25,Completed,Branch Scheduling
PRJ-004461,AST-0010221,Laptop,Past EOL,2027,2027-01-01,,1416.99,Not Started,Application Dependency
PRJ-004462,AST-0001459,Laptop,Past EOL,2027,2027-08-21,,1921.24,In Progress,Application Dependency
PRJ-004463,AST-0018551,VDI Endpoint,EOL within 24 months,2028,2028-05-16,,1096.72,In Progress,Change Freeze
PRJ-004464,AST-0010198,Laptop,EOL within 24 months,2027,2027-10-12,,2716.6,In Progress,Application Dependency
PRJ-004465,AST-0005008,Laptop,EOL within 12 months,2027,2027-08-05,,1657.93,In Progress,Change Freeze
PRJ-004466,AST-0016378,Desktop,EOL within 24 months,2027,2027-05-29,2027-08-10,1192.71,Completed,Change Freeze
PRJ-004467,AST-0014480,Desktop,EOL within 12 months,2027,2027-02-18,,1010.31,Planning,Security Exception
PRJ-004468,AST-0008173,Laptop,EOL within 12 months,2026,2026-10-18,,1552.22,In Progress,Branch Scheduling
PRJ-004469,AST-0010470,Laptop,EOL within 12 months,2026,2026-10-29,,1832.86,Not Started,Change Freeze
PRJ-004470,AST-0019813,VDI Endpoint,EOL within 24 months,2027,2027-08-06,,1173.78,Deferred,Branch Scheduling
PRJ-004471,AST-0000323,Laptop,EOL within 24 months,2026,2026-09-22,,2106.22,Not Started,None
PRJ-004472,AST-0005336,Laptop,EOL within 24 months,2027,2027-10-17,,2073.24,Not Started,Security Exception
PRJ-004473,AST-0016303,Desktop,EOL within 12 months,2028,2028-06-14,,1120.87,Not Started,Branch Scheduling
PRJ-004474,AST-0002519,Laptop,EOL within 12 months,2027,2027-08-04,,1678.23,Not Started,Change Freeze
PRJ-004475,AST-0017408,Desktop,EOL within 12 months,2026,2026-10-31,,1090.13,Planning,Branch Scheduling
PRJ-004476,AST-0012709,Laptop,EOL within 12 months,2028,2028-07-11,,2181.38,In Progress,Change Freeze
PRJ-004477,AST-0001260,Laptop,EOL within 24 months,2027,2027-02-04,,3461.43,Deferred,Change Freeze
PRJ-004478,AST-0017891,Desktop,EOL within 24 months,2027,2027-09-07,,1279.16,Not Started,Security Exception
PRJ-004479,AST-0006042,Laptop,Past EOL,2028,2028-01-26,,1463.38,Planning,None
PRJ-004480,AST-0004352,Laptop,EOL within 24 months,2026,2026-11-06,2026-11-27,3633.3,Completed,Change Freeze
PRJ-004481,AST-0013129,Laptop,EOL within 24 months,2028,2028-03-27,,1679.63,Not Started,Change Freeze
PRJ-004482,AST-0003799,Laptop,Past EOL,2026,2026-12-28,,1359.76,Planning,Application Dependency
PRJ-004483,AST-0013665,Laptop,EOL within 24 months,2029,2029-01-02,,2049.98,Blocked,None
PRJ-004484,AST-0006109,Laptop,EOL within 12 months,2027,2027-08-23,,1557.72,Planning,None
PRJ-004485,AST-0014257,Desktop,EOL within 12 months,2027,2027-02-24,2027-04-04,1161.21,Completed,None
PRJ-004486,AST-0011477,Laptop,Past EOL,2027,2027-10-23,,1810.89,In Progress,None
PRJ-004487,AST-0007188,Laptop,EOL within 24 months,2027,2027-05-22,,3359.72,Not Started,Change Freeze
PRJ-004488,AST-0017436,Desktop,EOL within 24 months,2028,2028-11-15,,860.67,Not Started,Change Freeze
PRJ-004489,AST-0006609,Laptop,Past EOL,2028,2028-12-24,,1932.73,Planning,None
PRJ-004490,AST-0019895,VDI Endpoint,EOL within 24 months,2027,2027-02-07,,849.47,In Progress,Change Freeze
PRJ-004491,AST-0006453,Laptop,EOL within 24 months,2027,2027-01-10,,3174.79,Planning,Budget Approval
PRJ-004492,AST-0016387,Desktop,EOL within 12 months,2027,2027-10-09,,1060.64,Planning,Budget Approval
PRJ-004493,AST-0017836,Desktop,EOL within 12 months,2026,2026-07-10,2026-07-05,1374.06,Completed,Application Dependency
PRJ-004494,AST-0005397,Laptop,EOL within 24 months,2028,2028-09-11,,1538.74,Planning,None
PRJ-004495,AST-0001105,Laptop,Past EOL,2027,2027-08-10,2027-09-19,1987.36,Completed,Change Freeze
PRJ-004496,AST-0003515,Laptop,EOL within 24 months,2028,2028-03-15,,2334.74,Not Started,Branch Scheduling
PRJ-004497,AST-0012211,Laptop,EOL within 24 months,2027,2027-09-03,,1871.56,Planning,Budget Approval
PRJ-004498,AST-0014052,Desktop,EOL within 24 months,2028,2028-06-04,,1105.11,In Progress,Vendor Lead Time
PRJ-004499,AST-0015289,Desktop,EOL within 24 months,2028,2028-08-09,,1177.78,Planning,Security Exception
PRJ-004500,AST-0006564,Laptop,EOL within 12 months,2027,2027-05-03,,1606.62,Planning,Vendor Lead Time
PRJ-004501,AST-0019313,VDI Endpoint,EOL within 12 months,2028,2028-08-24,,1129.07,In Progress,None
PRJ-004502,AST-0000299,Laptop,EOL within 12 months,2026,2026-06-11,,1892.12,Blocked,Branch Scheduling
PRJ-004503,AST-0000800,Laptop,EOL within 24 months,2026,2026-06-09,,3653.82,Not Started,None
PRJ-004504,AST-0022297,Access Switch,EOL within 24 months,2028,2028-07-12,,9167.13,Not Started,Change Freeze
PRJ-004505,AST-0017759,Desktop,EOL within 12 months,2027,2027-03-18,,984.3,Not Started,None
PRJ-004506,AST-0016015,Desktop,EOL within 12 months,2026,2026-08-23,,1076.42,Planning,Change Freeze
PRJ-004507,AST-0016266,Desktop,EOL within 24 months,2028,2028-06-28,,1078.55,Not Started,Branch Scheduling
PRJ-004508,AST-0009151,Laptop,Past EOL,2028,2028-02-29,,1431.77,Blocked,Change Freeze
PRJ-004509,AST-0017819,Desktop,EOL within 12 months,2027,2027-08-26,,982.74,Not Started,Budget Approval
PRJ-004510,AST-0018736,VDI Endpoint,EOL within 12 months,2027,2027-04-21,,1159.4,Planning,None
PRJ-004511,AST-0015919,Desktop,EOL within 24 months,2028,2028-03-07,,1260.5,Deferred,Change Freeze
PRJ-004512,AST-0020586,Server,EOL within 24 months,2027,2027-04-30,2027-06-21,10902.36,Completed,Application Dependency
PRJ-004513,AST-0014915,Desktop,EOL within 24 months,2026,2026-07-19,2026-07-25,988.68,Completed,Security Exception
PRJ-004514,AST-0015691,Desktop,EOL within 24 months,2026,2026-11-09,,928.26,Not Started,Vendor Lead Time
PRJ-004515,AST-0002283,Laptop,EOL within 24 months,2026,2026-07-28,,2052.71,Planning,Vendor Lead Time
PRJ-004516,AST-0017020,Desktop,EOL within 24 months,2026,2026-10-29,,1183.39,Not Started,Budget Approval
PRJ-004517,AST-0001427,Laptop,Past EOL,2028,2028-05-16,,1531.55,In Progress,Change Freeze
PRJ-004518,AST-0002313,Laptop,Past EOL,2028,2028-07-26,,1769.87,In Progress,Branch Scheduling
PRJ-004519,AST-0006106,Laptop,Past EOL,2026,2026-10-07,,1336.04,In Progress,Security Exception
PRJ-004520,AST-0003922,Laptop,EOL within 24 months,2027,2027-01-26,,2951.04,In Progress,Application Dependency
PRJ-004521,AST-0011439,Laptop,EOL within 12 months,2027,2027-10-08,,1892.02,Planning,None
PRJ-004522,AST-0021466,Server,EOL within 24 months,2027,2027-08-25,2027-08-01,15905.38,Completed,Application Dependency
PRJ-004523,AST-0021627,Access Switch,EOL within 24 months,2028,2028-11-02,,6832.89,Deferred,Application Dependency
PRJ-004524,AST-0010981,Laptop,EOL within 12 months,2026,2026-07-20,,1559.49,Planning,Vendor Lead Time
PRJ-004525,AST-0022821,Router,EOL within 12 months,2027,2027-03-23,,14858.34,Planning,None
PRJ-004526,AST-0018566,VDI Endpoint,EOL within 12 months,2028,2028-03-29,,1194.2,Blocked,Branch Scheduling
PRJ-004527,AST-0004271,Laptop,EOL within 12 months,2028,2028-10-19,,1761.68,In Progress,Security Exception
PRJ-004528,AST-0009376,Laptop,Past EOL,2027,2027-11-06,,1502.34,Not Started,Budget Approval
PRJ-004529,AST-0006766,Laptop,Past EOL,2028,2028-02-27,,1882.08,In Progress,None
PRJ-004530,AST-0017138,Desktop,EOL within 24 months,2026,2026-12-27,,1228.21,Not Started,Vendor Lead Time
PRJ-004531,AST-0003956,Laptop,EOL within 24 months,2027,2027-09-17,,2084.27,Planning,Branch Scheduling
PRJ-004532,AST-0002028,Laptop,EOL within 12 months,2028,2028-03-15,,1919.22,Not Started,Security Exception
PRJ-004533,AST-0023367,Wireless Access Point,EOL within 24 months,2028,2028-01-31,,970.21,Not Started,None
PRJ-004534,AST-0023246,Wireless Access Point,EOL within 24 months,2028,2028-11-15,2028-11-22,1593.32,Completed,Vendor Lead Time
PRJ-004535,AST-0014002,Desktop,EOL within 24 months,2027,2027-06-30,,1033.93,Planning,Security Exception
PRJ-004536,AST-0003697,Laptop,Past EOL,2026,2026-12-02,,1883.28,Not Started,Change Freeze
PRJ-004537,AST-0016877,Desktop,EOL within 12 months,2026,2026-08-07,2026-10-28,1274.64,Completed,Application Dependency
PRJ-004538,AST-0017990,Desktop,EOL within 12 months,2028,2028-06-06,,1117.93,Not Started,Vendor Lead Time
PRJ-004539,AST-0007982,Laptop,Past EOL,2027,2027-01-08,,1581.01,In Progress,Application Dependency
PRJ-004540,AST-0013267,Laptop,EOL within 24 months,2027,2027-11-21,,3448.07,Planning,Application Dependency
PRJ-004541,AST-0010606,Laptop,EOL within 12 months,2028,2028-07-17,,1814.95,Not Started,None
PRJ-004542,AST-0000980,Laptop,Past EOL,2027,2027-12-28,,1625.58,Deferred,Change Freeze
PRJ-004543,AST-0003798,Laptop,EOL within 24 months,2028,2028-12-24,2028-12-14,1899.59,Completed,Branch Scheduling
PRJ-004544,AST-0023887,Wireless Controller,EOL within 24 months,2027,2027-09-01,,12411.52,In Progress,Application Dependency
PRJ-004545,AST-0005290,Laptop,EOL within 24 months,2027,2027-06-04,,2108.45,Not Started,Branch Scheduling
PRJ-004546,AST-0011181,Laptop,EOL within 24 months,2026,2026-06-10,2026-06-02,3205.39,Completed,Change Freeze
PRJ-004547,AST-0016360,Desktop,EOL within 24 months,2027,2027-10-18,2027-11-21,1068.62,Completed,Vendor Lead Time
PRJ-004548,AST-0018934,VDI Endpoint,EOL within 12 months,2028,2028-03-25,2028-03-10,1358.11,Completed,None
PRJ-004549,AST-0012163,Laptop,EOL within 12 months,2028,2028-07-08,,2025.27,Deferred,Vendor Lead Time
PRJ-004550,AST-0005861,Laptop,EOL within 12 months,2027,2027-11-09,2027-10-27,1504.98,Completed,Application Dependency
PRJ-004551,AST-0007205,Laptop,EOL within 24 months,2027,2027-03-07,,2483.39,Planning,Security Exception
PRJ-004552,AST-0019741,VDI Endpoint,EOL within 24 months,2028,2028-01-27,,1008.71,Deferred,Budget Approval
PRJ-004553,AST-0012216,Laptop,Past EOL,2028,2028-08-07,,1519.21,Not Started,None
PRJ-004554,AST-0012012,Laptop,EOL within 24 months,2026,2026-07-10,,1827.82,Not Started,Vendor Lead Time
PRJ-004555,AST-0001899,Laptop,Past EOL,2028,2028-02-16,,1485.5,Planning,None
PRJ-004556,AST-0011617,Laptop,EOL within 12 months,2026,2026-12-20,,2139.68,Not Started,Budget Approval
PRJ-004557,AST-0015690,Desktop,EOL within 24 months,2028,2028-07-25,,1274.74,Not Started,Budget Approval
PRJ-004558,AST-0005892,Laptop,EOL within 24 months,2027,2027-04-07,,1941.95,In Progress,Vendor Lead Time
PRJ-004559,AST-0020204,Server,EOL within 24 months,2028,2028-10-22,,12735.55,Planning,Change Freeze
PRJ-004560,AST-0021960,Access Switch,EOL within 24 months,2027,2027-05-04,,5541.9,Not Started,Budget Approval
PRJ-004561,AST-0000381,Laptop,Past EOL,2028,2028-07-12,,1894.72,Not Started,Branch Scheduling
PRJ-004562,AST-0002063,Laptop,Past EOL,2026,2026-10-09,,1654.41,Not Started,Branch Scheduling
PRJ-004563,AST-0017915,Desktop,EOL within 24 months,2027,2027-12-10,,1213.75,In Progress,Budget Approval
PRJ-004564,AST-0000003,Laptop,EOL within 24 months,2026,2026-06-08,,1744.77,Planning,Security Exception
PRJ-004565,AST-0011170,Laptop,EOL within 12 months,2026,2026-07-21,,2084.76,Planning,Application Dependency
PRJ-004566,AST-0008864,Laptop,Past EOL,2028,2028-12-21,,1491.22,In Progress,Budget Approval
PRJ-004567,AST-0019058,VDI Endpoint,EOL within 24 months,2026,2026-11-18,,1148.88,Planning,Application Dependency
PRJ-004568,AST-0002634,Laptop,EOL within 12 months,2028,2028-06-06,,1767.52,Deferred,Change Freeze
PRJ-004569,AST-0014335,Desktop,EOL within 12 months,2026,2026-10-30,,1126.71,Blocked,Security Exception
PRJ-004570,AST-0000478,Laptop,EOL within 24 months,2026,2026-12-15,,1927.09,Not Started,Budget Approval
PRJ-004571,AST-0012676,Laptop,EOL within 24 months,2027,2027-08-12,2027-08-17,1906.12,Completed,Application Dependency
PRJ-004572,AST-0004725,Laptop,EOL within 24 months,2028,2028-03-28,,3057.37,In Progress,Branch Scheduling
PRJ-004573,AST-0004697,Laptop,EOL within 12 months,2028,2028-05-31,,1508.72,Deferred,Budget Approval
PRJ-004574,AST-0000479,Laptop,EOL within 12 months,2028,2028-08-03,,1814.98,Not Started,Budget Approval
PRJ-004575,AST-0010931,Laptop,EOL within 24 months,2026,2026-11-24,2026-12-19,3256.68,Completed,Vendor Lead Time
PRJ-004576,AST-0002155,Laptop,Past EOL,2026,2026-09-10,,1634.52,In Progress,Vendor Lead Time
PRJ-004577,AST-0003336,Laptop,EOL within 24 months,2027,2027-09-19,2027-10-17,2184.63,Completed,Security Exception
PRJ-004578,AST-0000048,Laptop,EOL within 12 months,2028,2028-04-27,,2084.54,Not Started,None
PRJ-004579,AST-0008826,Laptop,EOL within 12 months,2028,2028-10-18,,1732.21,Not Started,Vendor Lead Time
PRJ-004580,AST-0000129,Laptop,Past EOL,2026,2026-08-21,,1408.03,In Progress,None
PRJ-004581,AST-0001389,Laptop,EOL within 12 months,2027,2027-08-03,,1843.1,In Progress,Branch Scheduling
PRJ-004582,AST-0016986,Desktop,EOL within 12 months,2027,2027-09-21,,1122.0,Deferred,Vendor Lead Time
PRJ-004583,AST-0016506,Desktop,EOL within 24 months,2028,2028-08-15,,1018.59,In Progress,None
PRJ-004584,AST-0005697,Laptop,Past EOL,2027,2027-03-26,,1639.01,Planning,Branch Scheduling
PRJ-004585,AST-0005669,Laptop,Past EOL,2027,2027-06-03,,1856.16,Not Started,None
PRJ-004586,AST-0004749,Laptop,EOL within 24 months,2028,2028-09-05,2028-11-23,2955.58,Completed,Vendor Lead Time
PRJ-004587,AST-0009403,Laptop,Past EOL,2027,2027-09-24,,1979.75,In Progress,Change Freeze
PRJ-004588,AST-0006424,Laptop,Past EOL,2026,2026-12-19,,1762.25,Deferred,None
PRJ-004589,AST-0009380,Laptop,EOL within 12 months,2028,2028-11-24,,2033.2,Not Started,Security Exception
PRJ-004590,AST-0008855,Laptop,EOL within 12 months,2027,2027-05-04,,1985.06,Not Started,None
PRJ-004591,AST-0018568,VDI Endpoint,EOL within 24 months,2026,2026-06-09,,1096.48,Not Started,Change Freeze
PRJ-004592,AST-0008448,Laptop,EOL within 24 months,2026,2026-09-24,,2658.72,Planning,Budget Approval
PRJ-004593,AST-0017563,Desktop,EOL within 12 months,2028,2028-06-05,,1072.36,Not Started,Security Exception
PRJ-004594,AST-0002335,Laptop,EOL within 24 months,2027,2027-06-10,,1517.05,Not Started,Branch Scheduling
PRJ-004595,AST-0010188,Laptop,EOL within 12 months,2026,2026-07-04,,1522.5,Blocked,None
PRJ-004596,AST-0019431,VDI Endpoint,EOL within 12 months,2027,2027-04-10,,1318.4,Blocked,None
PRJ-004597,AST-0004777,Laptop,Past EOL,2028,2028-07-21,2028-07-29,1596.35,Completed,None
PRJ-004598,AST-0011400,Laptop,Past EOL,2027,2027-01-29,,1721.74,Not Started,Vendor Lead Time
PRJ-004599,AST-0003937,Laptop,EOL within 12 months,2027,2027-10-18,,1750.62,In Progress,Security Exception
PRJ-004600,AST-0003931,Laptop,EOL within 12 months,2028,2028-06-07,,1461.42,Planning,Security Exception
PRJ-004601,AST-0018996,VDI Endpoint,EOL within 12 months,2028,2028-04-26,,1282.69,In Progress,Change Freeze
PRJ-004602,AST-0007078,Laptop,EOL within 12 months,2027,2027-02-01,2027-04-20,1749.48,Completed,Branch Scheduling
PRJ-004603,AST-0013235,Laptop,EOL within 12 months,2028,2028-11-21,,1461.04,In Progress,Vendor Lead Time
PRJ-004604,AST-0001560,Laptop,EOL within 12 months,2026,2026-11-27,,1846.12,Not Started,Application Dependency
PRJ-004605,AST-0006348,Laptop,EOL within 24 months,2026,2026-10-21,,3473.78,Deferred,Branch Scheduling
PRJ-004606,AST-0000964,Laptop,EOL within 12 months,2028,2028-05-22,,1804.17,Planning,Branch Scheduling
PRJ-004607,AST-0009485,Laptop,EOL within 12 months,2027,2027-01-31,,1901.63,Not Started,Change Freeze
PRJ-004608,AST-0003955,Laptop,EOL within 24 months,2027,2027-10-29,,2092.77,Deferred,Change Freeze
PRJ-004609,AST-0010861,Laptop,Past EOL,2028,2028-12-24,2029-02-07,1992.89,Completed,Budget Approval
PRJ-004610,AST-0022150,Access Switch,EOL within 24 months,2026,2026-10-15,,6784.54,Planning,Application Dependency
PRJ-004611,AST-0016860,Desktop,EOL within 12 months,2028,2028-08-05,,978.96,In Progress,Budget Approval
PRJ-004612,AST-0006710,Laptop,EOL within 24 months,2026,2026-06-14,,2246.12,Planning,Application Dependency
PRJ-004613,AST-0017396,Desktop,EOL within 24 months,2028,2028-04-26,,1327.79,Planning,Budget Approval
PRJ-004614,AST-0016012,Desktop,EOL within 12 months,2028,2028-07-25,,998.15,In Progress,Vendor Lead Time
PRJ-004615,AST-0023006,Router,EOL within 12 months,2027,2027-07-13,,13975.59,Not Started,Security Exception
PRJ-004616,AST-0013073,Laptop,Past EOL,2027,2027-01-22,,1551.13,Planning,Vendor Lead Time
PRJ-004617,AST-0011997,Laptop,Past EOL,2027,2027-04-25,,1614.54,Not Started,Security Exception
PRJ-004618,AST-0006747,Laptop,EOL within 24 months,2027,2027-10-09,,2479.47,Deferred,Branch Scheduling
PRJ-004619,AST-0016907,Desktop,EOL within 24 months,2028,2028-02-18,2028-02-26,931.92,Completed,None
PRJ-004620,AST-0019200,VDI Endpoint,EOL within 12 months,2028,2028-12-04,,1333.19,Not Started,Budget Approval
PRJ-004621,AST-0008059,Laptop,EOL within 24 months,2027,2027-12-02,,2178.3,Not Started,Branch Scheduling
PRJ-004622,AST-0011517,Laptop,EOL within 12 months,2027,2027-04-20,2027-04-14,2214.36,Completed,Budget Approval
PRJ-004623,AST-0014600,Desktop,EOL within 12 months,2027,2027-05-03,,967.04,Blocked,Budget Approval
PRJ-004624,AST-0015466,Desktop,EOL within 12 months,2026,2026-12-10,,1241.74,In Progress,Budget Approval
PRJ-004625,AST-0019528,VDI Endpoint,EOL within 24 months,2027,2027-10-16,,849.8,In Progress,Security Exception
PRJ-004626,AST-0010801,Laptop,EOL within 24 months,2028,2028-02-05,,2397.74,Deferred,None
PRJ-004627,AST-0017529,Desktop,EOL within 24 months,2026,2026-12-24,,1050.18,Planning,Application Dependency
PRJ-004628,AST-0008815,Laptop,EOL within 24 months,2028,2028-03-25,2028-03-25,2397.09,Completed,None
PRJ-004629,AST-0009667,Laptop,EOL within 24 months,2027,2027-09-14,,3525.33,Planning,Branch Scheduling
PRJ-004630,AST-0018474,Desktop,EOL within 12 months,2028,2028-05-07,,1080.29,Planning,Branch Scheduling
PRJ-004631,AST-0020062,Server,EOL within 24 months,2026,2026-06-29,,10729.14,Not Started,Security Exception
PRJ-004632,AST-0008112,Laptop,Past EOL,2026,2026-11-02,2026-11-07,1978.54,Completed,Vendor Lead Time
PRJ-004633,AST-0014765,Desktop,EOL within 12 months,2029,2029-01-01,,1309.61,Deferred,Security Exception
PRJ-004634,AST-0014396,Desktop,EOL within 24 months,2028,2028-03-10,,1229.01,Planning,None
PRJ-004635,AST-0015797,Desktop,EOL within 24 months,2026,2026-09-22,,956.24,Deferred,Security Exception
PRJ-004636,AST-0020882,Server,EOL within 24 months,2028,2028-10-07,,14865.87,Not Started,Security Exception
PRJ-004637,AST-0006744,Laptop,EOL within 12 months,2028,2028-02-29,,2055.32,Not Started,Budget Approval
PRJ-004638,AST-0018134,Desktop,EOL within 24 months,2028,2028-07-23,,900.71,Not Started,Security Exception
