Project_ID,Asset_ID,Project_Name,Planned_Refresh_Date,Actual_Refresh_Date,Project_Portfolio,Project_Status,Planned_Budget_Amount
PRJ004629,A0022757,Technology Refresh Wave,2026-12-28,,Security,Completed,12460.56
PRJ004630,A0006236,Technology Refresh Wave,2028-02-01,,Cloud,Proposed,1453.17
PRJ004631,A0007899,Technology Refresh Wave,2026-04-13,,Infrastructure,Completed,1364.56
PRJ004632,A0008791,Technology Refresh Wave,2026-06-03,,Security,In Progress,1252.71
PRJ004633,A0017382,Technology Refresh Wave,2027-08-18,,Security,Completed,993.96
PRJ004634,A0003583,Technology Refresh Wave,2028-06-06,,Network,Proposed,2089.55
PRJ004635,A0003435,Technology Refresh Wave,2027-02-20,,Cloud,Completed,1579.68
PRJ004636,A0012126,Technology Refresh Wave,2028-10-13,,Security,Approved,1285.51
PRJ004637,A0004463,Technology Refresh Wave,2028-07-23,,End User Computing,Deferred,1011.83
PRJ004638,A0009832,Technology Refresh Wave,2026-07-26,,End User Computing,In Progress,1517.31
PRJ004639,A0000922,Technology Refresh Wave,2027-08-17,,Security,In Progress,1147.0
PRJ004640,A0005149,Technology Refresh Wave,2026-05-28,,Network,Approved,1089.42
PRJ004641,A0004329,Technology Refresh Wave,2027-08-29,,End User Computing,In Progress,1429.31
PRJ004642,A0001471,Technology Refresh Wave,2026-05-29,,Infrastructure,Deferred,1351.32
PRJ004643,A0001750,Technology Refresh Wave,2028-04-03,,End User Computing,Deferred,860.31
PRJ004644,A0007885,Technology Refresh Wave,2027-03-21,,Cloud,In Progress,2299.03
PRJ004645,A0010968,Technology Refresh Wave,2026-05-21,,Cloud,In Progress,2320.43
PRJ004646,A0019090,Technology Refresh Wave,2028-02-02,,End User Computing,In Progress,478.01
PRJ004647,A0014476,Technology Refresh Wave,2027-07-06,,Cloud,Completed,901.96
PRJ004648,A0003163,Technology Refresh Wave,2026-02-08,,Cloud,Approved,815.68
PRJ004649,A0022312,Technology Refresh Wave,2027-08-14,,Infrastructure,Proposed,3952.69
PRJ004650,A0001732,Technology Refresh Wave,2028-10-12,,Network,Approved,896.79
PRJ004651,A0006934,Technology Refresh Wave,2027-10-16,,Network,In Progress,1195.01
PRJ004652,A0013244,Technology Refresh Wave,2026-11-11,,End User Computing,Proposed,1726.18
PRJ004653,A0006689,Technology Refresh Wave,2028-03-05,,Cloud,Proposed,1176.76
PRJ004654,A0005926,Technology Refresh Wave,2026-01-09,,Infrastructure,In Progress,1577.57
PRJ004655,A0017194,Technology Refresh Wave,2027-02-09,,Network,Completed,731.16
PRJ004656,A0005215,Technology Refresh Wave,2027-10-27,,Security,Deferred,1616.95
PRJ004657,A0009196,Technology Refresh Wave,2026-11-14,,End User Computing,Approved,1864.84
PRJ004658,A0018933,Technology Refresh Wave,2028-03-29,,Infrastructure,Proposed,331.28
PRJ004659,A0020375,Technology Refresh Wave,2028-04-15,,Infrastructure,Completed,14970.94
PRJ004660,A0016811,Technology Refresh Wave,2027-01-08,,Infrastructure,Deferred,841.79
PRJ004661,A0013688,Technology Refresh Wave,2028-10-20,,Cloud,In Progress,1145.41
PRJ004662,A0004223,Technology Refresh Wave,2028-01-08,,Cloud,Completed,1240.74
PRJ004663,A0023682,Technology Refresh Wave,2028-01-18,,Infrastructure,Approved,88727.06
PRJ004664,A0022109,Technology Refresh Wave,2026-09-07,,Cloud,Approved,4238.49
PRJ004665,A0017067,Technology Refresh Wave,2028-02-12,,Network,In Progress,908.84
PRJ004666,A0021767,Technology Refresh Wave,2027-01-25,,End User Computing,Completed,6693.39
PRJ004667,A0001259,Technology Refresh Wave,2027-06-16,,End User Computing,Completed,1829.81
PRJ004668,A0009190,Technology Refresh Wave,2027-03-27,,End User Computing,Proposed,1060.96
PRJ004669,A0011845,Technology Refresh Wave,2028-05-16,,Network,Completed,1415.38
PRJ004670,A0023117,Technology Refresh Wave,2026-08-30,,End User Computing,Approved,652.93
PRJ004671,A0019576,Technology Refresh Wave,2027-12-14,,Infrastructure,Proposed,445.34
PRJ004672,A0013639,Technology Refresh Wave,2027-05-03,,Cloud,Completed,1185.01
PRJ004673,A0000274,Technology Refresh Wave,2026-03-28,,Cloud,Completed,1145.96
PRJ004674,A0016201,Technology Refresh Wave,2026-10-09,,Infrastructure,Completed,1041.3
PRJ004675,A0011000,Technology Refresh Wave,2027-02-15,,Security,Approved,1608.07
PRJ004676,A0007108,Technology Refresh Wave,2026-10-31,,Infrastructure,Deferred,1201.25
PRJ004677,A0016742,Technology Refresh Wave,2027-04-17,,Cloud,In Progress,908.21
PRJ004678,A0014845,Technology Refresh Wave,2026-04-30,,Network,In Progress,886.11
PRJ004679,A0003172,Technology Refresh Wave,2027-08-21,,Cloud,Deferred,1951.22
PRJ004680,A0009361,Technology Refresh Wave,2026-06-05,,Infrastructure,Deferred,1532.44
PRJ004681,A0022983,Technology Refresh Wave,2026-03-20,,End User Computing,In Progress,39085.15
PRJ004682,A0022896,Technology Refresh Wave,2026-04-08,,Network,In Progress,23330.07
PRJ004683,A0021005,Technology Refresh Wave,2026-12-28,,Network,In Progress,9692.9
PRJ004684,A0011032,Technology Refresh Wave,2026-02-03,,Security,Proposed,868.33
PRJ004685,A0020855,Technology Refresh Wave,2026-01-17,,Infrastructure,Proposed,22733.81
PRJ004686,A0010329,Technology Refresh Wave,2027-04-20,,Cloud,Proposed,1222.44
PRJ004687,A0020331,Technology Refresh Wave,2028-11-28,,Infrastructure,Completed,15939.42
PRJ004688,A0015576,Technology Refresh Wave,2028-01-26,,Network,Deferred,837.4
PRJ004689,A0012546,Technology Refresh Wave,2027-06-01,,End User Computing,Approved,842.24
PRJ004690,A0016225,Technology Refresh Wave,2027-07-07,,Network,Proposed,1138.39
PRJ004691,A0019907,Technology Refresh Wave,2027-01-06,,Cloud,Deferred,361.29
PRJ004692,A0003888,Technology Refresh Wave,2027-02-13,,Security,Approved,1259.85
PRJ004693,A0016498,Technology Refresh Wave,2028-03-15,,Network,In Progress,896.74
PRJ004694,A0016055,Technology Refresh Wave,2028-12-14,,Cloud,In Progress,940.15
PRJ004695,A0022051,Technology Refresh Wave,2026-07-01,,Cloud,Deferred,5488.17
PRJ004696,A0011080,Technology Refresh Wave,2026-11-16,,Network,Completed,1471.65
PRJ004697,A0012363,Technology Refresh Wave,2028-11-27,,Security,Approved,792.09
PRJ004698,A0020095,Technology Refresh Wave,2027-09-02,,End User Computing,Deferred,16730.7
PRJ004699,A0011310,Technology Refresh Wave,2026-12-31,,Cloud,Deferred,1411.75
PRJ004700,A0006915,Technology Refresh Wave,2027-07-26,,End User Computing,In Progress,1505.59
PRJ004701,A0006591,Technology Refresh Wave,2026-04-17,,Cloud,Completed,1291.67
PRJ004702,A0011687,Technology Refresh Wave,2028-03-23,,Security,Completed,944.9
PRJ004703,A0020065,Technology Refresh Wave,2028-06-03,,Infrastructure,Deferred,17551.58
PRJ004704,A0020546,Technology Refresh Wave,2027-08-22,,Security,Completed,23779.8
PRJ004705,A0007467,Technology Refresh Wave,2027-08-27,,End User Computing,Deferred,2057.43
PRJ004706,A0002238,Technology Refresh Wave,2028-01-28,,Security,In Progress,1705.84
PRJ004707,A0020153,Technology Refresh Wave,2026-09-17,,Security,Proposed,19215.35
PRJ004708,A0008749,Technology Refresh Wave,2026-10-02,,Security,Completed,1139.17
PRJ004709,A0023627,Technology Refresh Wave,2028-04-03,,Security,Deferred,693.05
PRJ004710,A0000232,Technology Refresh Wave,2027-09-16,,Cloud,In Progress,1462.9
PRJ004711,A0016422,Technology Refresh Wave,2027-02-09,,End User Computing,Proposed,1197.3
PRJ004712,A0011492,Technology Refresh Wave,2028-04-18,,Security,Proposed,1963.63
PRJ004713,A0015377,Technology Refresh Wave,2027-04-11,,Security,Approved,1122.27
PRJ004714,A0009237,Technology Refresh Wave,2028-01-14,,Network,Deferred,1126.15
PRJ004715,A0007629,Technology Refresh Wave,2026-02-23,,End User Computing,Deferred,1907.41
PRJ004716,A0008185,Technology Refresh Wave,2027-07-17,,Cloud,In Progress,968.51
PRJ004717,A0017721,Technology Refresh Wave,2027-12-13,,Network,Proposed,761.15
PRJ004718,A0016723,Technology Refresh Wave,2027-05-03,,End User Computing,Approved,692.06
PRJ004719,A0006718,Technology Refresh Wave,2027-05-11,,Infrastructure,Proposed,2312.23
PRJ004720,A0013710,Technology Refresh Wave,2026-06-11,,Security,In Progress,2781.11
PRJ004721,A0003979,Technology Refresh Wave,2028-07-01,,End User Computing,Proposed,1192.42
PRJ004722,A0010257,Technology Refresh Wave,2026-09-22,,End User Computing,Deferred,1457.09
PRJ004723,A0012390,Technology Refresh Wave,2027-10-20,,End User Computing,Completed,998.88
PRJ004724,A0003426,Technology Refresh Wave,2026-01-13,,Network,Completed,1257.18
PRJ004725,A0023537,Technology Refresh Wave,2027-08-19,,End User Computing,Proposed,1005.35
PRJ004726,A0015638,Technology Refresh Wave,2028-08-25,,Cloud,Deferred,794.26
PRJ004727,A0012695,Technology Refresh Wave,2026-11-03,,End User Computing,Approved,963.73
PRJ004728,A0008318,Technology Refresh Wave,2027-07-08,,Security,In Progress,1581.0
PRJ004729,A0009512,Technology Refresh Wave,2027-07-18,,End User Computing,Approved,1038.84
PRJ004730,A0019787,Technology Refresh Wave,2028-03-11,,Security,Deferred,367.52
PRJ004731,A0017184,Technology Refresh Wave,2026-05-21,,Security,Approved,964.82
PRJ004732,A0021077,Technology Refresh Wave,2027-04-26,,Security,Proposed,16363.5
PRJ004733,A0002313,Technology Refresh Wave,2028-09-01,,Infrastructure,Completed,1069.94
PRJ004734,A0016732,Technology Refresh Wave,2026-02-20,,Infrastructure,Approved,820.86
PRJ004735,A0013600,Technology Refresh Wave,2026-08-08,,Infrastructure,Deferred,1386.85
PRJ004736,A0018898,Technology Refresh Wave,2026-11-03,,End User Computing,Completed,382.03
PRJ004737,A0017027,Technology Refresh Wave,2028-03-03,,Infrastructure,In Progress,832.35
PRJ004738,A0020140,Technology Refresh Wave,2028-01-21,,Infrastructure,Proposed,13895.47
PRJ004739,A0011877,Technology Refresh Wave,2026-11-20,,End User Computing,In Progress,859.31
PRJ004740,A0013203,Technology Refresh Wave,2027-11-12,,Cloud,Proposed,1779.01
PRJ004741,A0008558,Technology Refresh Wave,2028-05-04,,End User Computing,In Progress,1497.46
PRJ004742,A0011753,Technology Refresh Wave,2027-10-02,,End User Computing,In Progress,1319.28
PRJ004743,A0022776,Technology Refresh Wave,2028-01-24,,Infrastructure,Approved,15268.28
PRJ004744,A0011151,Technology Refresh Wave,2028-09-04,,Security,Approved,1724.47
PRJ004745,A0013243,Technology Refresh Wave,2028-05-18,,Infrastructure,Deferred,1163.12
PRJ004746,A0014324,Technology Refresh Wave,2027-01-10,,End User Computing,In Progress,763.18
PRJ004747,A0003830,Technology Refresh Wave,2028-02-05,,Network,Deferred,1407.43
PRJ004748,A0010909,Technology Refresh Wave,2028-07-26,,Network,Deferred,1052.4
PRJ004749,A0005729,Technology Refresh Wave,2027-04-12,,End User Computing,Proposed,1495.15
PRJ004750,A0004200,Technology Refresh Wave,2027-08-24,,End User Computing,Approved,1653.01
PRJ004751,A0022164,Technology Refresh Wave,2028-06-20,,Network,Proposed,7083.8
PRJ004752,A0001723,Technology Refresh Wave,2027-05-29,,End User Computing,In Progress,1133.07
PRJ004753,A0018282,Technology Refresh Wave,2026-12-06,,Security,Approved,862.51
PRJ004754,A0017994,Technology Refresh Wave,2026-07-27,,Infrastructure,Approved,1297.08
PRJ004755,A0014835,Technology Refresh Wave,2026-04-25,,Network,Deferred,1137.51
PRJ004756,A0017495,Technology Refresh Wave,2026-04-09,,Security,In Progress,932.03
PRJ004757,A0007176,Technology Refresh Wave,2027-10-14,,End User Computing,Approved,1149.34
PRJ004758,A0014336,Technology Refresh Wave,2027-04-26,,Security,Completed,780.69
PRJ004759,A0001733,Technology Refresh Wave,2027-02-05,,Infrastructure,Proposed,1020.77
PRJ004760,A0017796,Technology Refresh Wave,2026-12-03,,Security,Approved,995.97
PRJ004761,A0010014,Technology Refresh Wave,2027-09-18,,Infrastructure,Proposed,1213.49
PRJ004762,A0002849,Technology Refresh Wave,2028-05-16,,Security,Proposed,1441.21
PRJ004763,A0020436,Technology Refresh Wave,2027-12-14,,Infrastructure,Proposed,12950.86
PRJ004764,A0008766,Technology Refresh Wave,2027-05-19,,Cloud,Proposed,1172.72
PRJ004765,A0003895,Technology Refresh Wave,2027-11-03,,Network,Deferred,1347.08
PRJ004766,A0015994,Technology Refresh Wave,2027-02-22,,End User Computing,Approved,854.32
PRJ004767,A0009186,Technology Refresh Wave,2027-07-16,,Cloud,Approved,1776.06
PRJ004768,A0010773,Technology Refresh Wave,2028-07-22,,Security,Proposed,1013.09
PRJ004769,A0008342,Technology Refresh Wave,2026-11-11,,End User Computing,Deferred,2002.23
PRJ004770,A0007406,Technology Refresh Wave,2028-06-29,,Infrastructure,Approved,1234.27
PRJ004771,A0018532,Technology Refresh Wave,2026-04-13,,End User Computing,In Progress,421.65
PRJ004772,A0020766,Technology Refresh Wave,2026-06-03,,Cloud,Proposed,26172.31
PRJ004773,A0020238,Technology Refresh Wave,2026-10-02,,Security,In Progress,14341.84
PRJ004774,A0004154,Technology Refresh Wave,2027-09-13,,Security,Completed,1009.57
PRJ004775,A0002944,Technology Refresh Wave,2026-06-29,,Network,In Progress,1689.82
PRJ004776,A0018656,Technology Refresh Wave,2027-10-16,,Infrastructure,In Progress,526.97
PRJ004777,A0017801,Technology Refresh Wave,2026-04-22,,End User Computing,In Progress,904.31
PRJ004778,A0010090,Technology Refresh Wave,2027-01-17,,Cloud,In Progress,1165.4
PRJ004779,A0019629,Technology Refresh Wave,2026-10-23,,Security,Completed,412.51
PRJ004780,A0005048,Technology Refresh Wave,2028-05-19,,Security,Deferred,1128.13
PRJ004781,A0023586,Technology Refresh Wave,2027-09-23,,Infrastructure,Approved,1037.83
PRJ004782,A0010322,Technology Refresh Wave,2026-01-01,,Security,Proposed,1501.12
PRJ004783,A0006085,Technology Refresh Wave,2028-05-02,,Cloud,Proposed,1671.78
PRJ004784,A0023709,Technology Refresh Wave,2027-12-28,,Infrastructure,Approved,77752.9
PRJ004785,A0020364,Technology Refresh Wave,2026-11-16,,Security,Deferred,11512.02
PRJ004786,A0019613,Technology Refresh Wave,2026-10-31,,Network,Deferred,376.37
PRJ004787,A0015674,Technology Refresh Wave,2028-12-26,,Security,Completed,817.68
PRJ004788,A0002302,Technology Refresh Wave,2027-12-04,,End User Computing,Deferred,1335.01
PRJ004789,A0022630,Technology Refresh Wave,2028-11-06,,Infrastructure,Completed,61301.71
PRJ004790,A0002999,Technology Refresh Wave,2027-03-27,,Security,Deferred,1626.04
PRJ004791,A0011816,Technology Refresh Wave,2028-09-16,,Security,Approved,1344.74
PRJ004792,A0007404,Technology Refresh Wave,2026-05-20,,Security,Deferred,1622.46
PRJ004793,A0000380,Technology Refresh Wave,2028-04-08,,End User Computing,Completed,1063.41
PRJ004794,A0005071,Technology Refresh Wave,2028-01-28,,Security,Proposed,2127.35
PRJ004795,A0003951,Technology Refresh Wave,2027-08-24,,End User Computing,Deferred,1237.21
PRJ004796,A0005501,Technology Refresh Wave,2028-10-02,,Cloud,Completed,1361.86
PRJ004797,A0018796,Technology Refresh Wave,2026-12-11,,End User Computing,Approved,482.77
PRJ004798,A0018904,Technology Refresh Wave,2026-08-03,,End User Computing,Proposed,396.72
PRJ004799,A0010102,Technology Refresh Wave,2028-03-17,,Cloud,Completed,1187.07
PRJ004800,A0020231,Technology Refresh Wave,2028-02-27,,Infrastructure,Deferred,21073.37
PRJ004801,A0004510,Technology Refresh Wave,2026-05-18,,Infrastructure,Completed,1349.41
PRJ004802,A0000928,Technology Refresh Wave,2028-08-14,,Network,Approved,950.23
PRJ004803,A0010632,Technology Refresh Wave,2026-07-12,,Cloud,Completed,1143.68
PRJ004804,A0018325,Technology Refresh Wave,2027-08-15,,Network,Completed,964.54
PRJ004805,A0012134,Technology Refresh Wave,2027-11-14,,Cloud,Approved,1441.41
PRJ004806,A0022473,Technology Refresh Wave,2027-03-30,,Network,Completed,20486.72
PRJ004807,A0009297,Technology Refresh Wave,2027-05-13,,Network,Proposed,1306.64
PRJ004808,A0000400,Technology Refresh Wave,2026-11-13,,Network,In Progress,1538.21
PRJ004809,A0021600,Technology Refresh Wave,2026-04-23,,Security,Proposed,5940.94
PRJ004810,A0006587,Technology Refresh Wave,2027-02-03,,Network,Approved,921.82
PRJ004811,A0014841,Technology Refresh Wave,2027-07-25,,Cloud,Approved,899.79
PRJ004812,A0002504,Technology Refresh Wave,2026-03-27,,Network,Deferred,1332.28
PRJ004813,A0006291,Technology Refresh Wave,2027-01-03,,End User Computing,Completed,1546.54
PRJ004814,A0017545,Technology Refresh Wave,2028-04-15,,Security,Deferred,1139.88
PRJ004815,A0014008,Technology Refresh Wave,2028-10-31,,Infrastructure,Approved,915.8
PRJ004816,A0006978,Technology Refresh Wave,2026-10-15,,Cloud,Proposed,1502.81
PRJ004817,A0004661,Technology Refresh Wave,2028-02-18,,End User Computing,Proposed,1375.24
PRJ004818,A0019708,Technology Refresh Wave,2026-12-08,,End User Computing,Proposed,366.21
PRJ004819,A0011686,Technology Refresh Wave,2026-04-21,,Infrastructure,Completed,2171.12
PRJ004820,A0005946,Technology Refresh Wave,2028-03-02,,Network,Proposed,1668.28
PRJ004821,A0023145,Technology Refresh Wave,2027-01-29,,Network,Deferred,692.95
PRJ004822,A0016275,Technology Refresh Wave,2027-08-20,,End User Computing,Deferred,637.39
PRJ004823,A0010278,Technology Refresh Wave,2028-04-28,,Security,In Progress,1120.84
PRJ004824,A0023595,Technology Refresh Wave,2026-03-24,,End User Computing,Proposed,809.81
PRJ004825,A0007707,Technology Refresh Wave,2027-01-09,,Infrastructure,Deferred,1279.32
PRJ004826,A0019825,Technology Refresh Wave,2028-08-08,,Network,Approved,334.5
PRJ004827,A0009053,Technology Refresh Wave,2027-08-09,,Network,Proposed,1155.5
PRJ004828,A0003698,Technology Refresh Wave,2026-10-01,,Cloud,Approved,1600.45
PRJ004829,A0014899,Technology Refresh Wave,2028-10-14,,Security,Proposed,1060.86
PRJ004830,A0001012,Technology Refresh Wave,2026-07-13,,Cloud,Approved,1235.06
PRJ004831,A0014927,Technology Refresh Wave,2027-06-29,,Cloud,In Progress,954.63
PRJ004832,A0008221,Technology Refresh Wave,2026-03-03,,Network,Deferred,926.94
PRJ004833,A0012308,Technology Refresh Wave,2027-06-24,,End User Computing,Completed,1131.78
PRJ004834,A0010908,Technology Refresh Wave,2028-08-10,,Cloud,Completed,1391.48
PRJ004835,A0002617,Technology Refresh Wave,2026-04-25,,Network,Completed,1021.73
PRJ004836,A0000468,Technology Refresh Wave,2027-11-12,,End User Computing,Deferred,1362.66
PRJ004837,A0007828,Technology Refresh Wave,2026-06-15,,End User Computing,Approved,1760.31
PRJ004838,A0012700,Technology Refresh Wave,2027-09-09,,End User Computing,Proposed,1172.72
PRJ004839,A0016084,Technology Refresh Wave,2028-11-24,,Security,Proposed,894.68
PRJ004840,A0007734,Technology Refresh Wave,2027-11-16,,Security,In Progress,1118.65
PRJ004841,A0007701,Technology Refresh Wave,2027-08-11,,Network,Completed,1674.96
PRJ004842,A0014279,Technology Refresh Wave,2026-01-25,,Cloud,Completed,876.91
PRJ004843,A0006310,Technology Refresh Wave,2026-04-10,,Infrastructure,In Progress,1810.01
PRJ004844,A0013424,Technology Refresh Wave,2028-06-08,,Cloud,Approved,1195.82
PRJ004845,A0000432,Technology Refresh Wave,2028-10-02,,Infrastructure,Proposed,1154.74
PRJ004846,A0020664,Technology Refresh Wave,2028-03-31,,Cloud,Proposed,12473.47
PRJ004847,A0008189,Technology Refresh Wave,2027-08-05,,Network,In Progress,1287.56
PRJ004848,A0023318,Technology Refresh Wave,2027-01-20,,Network,Proposed,771.13
PRJ004849,A0020601,Technology Refresh Wave,2026-10-23,,Infrastructure,Proposed,26097.11
PRJ004850,A0000408,Technology Refresh Wave,2028-07-28,,Security,Approved,1215.16
PRJ004851,A0012713,Technology Refresh Wave,2027-03-24,,Network,Approved,1288.7
PRJ004852,A0019690,Technology Refresh Wave,2027-12-28,,Security,Approved,452.64
PRJ004853,A0011807,Technology Refresh Wave,2027-03-27,,Infrastructure,Proposed,1426.96
PRJ004854,A0005372,Technology Refresh Wave,2027-04-06,,Cloud,Deferred,1353.78
PRJ004855,A0006668,Technology Refresh Wave,2028-02-20,,Network,Approved,1622.85
PRJ004856,A0015772,Technology Refresh Wave,2026-10-26,,Infrastructure,Approved,1159.19
PRJ004857,A0010432,Technology Refresh Wave,2026-05-28,,Cloud,In Progress,1195.99
PRJ004858,A0000652,Technology Refresh Wave,2027-04-24,,End User Computing,Approved,1387.45
