Incident_ID,Asset_ID,Incident_Date,Incident_Type,Severity,Downtime_Hours,Root_Cause,Status
INC-00045384,AST-0019736,2024-12-14,OS Issue,Medium,1.17,Vendor Bug,Open
INC-00045385,AST-0002884,2024-09-15,Patch Failure,Medium,0,Configuration Drift,Open
INC-00045386,AST-0008553,2023-09-19,Network Outage,Medium,0.27,Capacity Issue,Resolved
INC-00045387,AST-0015833,2024-10-27,Hardware Failure,Medium,0,Security Vulnerability,Resolved
INC-00045388,AST-0011160,2025-05-04,Security Alert,Low,0,Hardware Aging,Problem Created
INC-00045389,AST-0019905,2025-02-06,Hardware Failure,Medium,1.11,Hardware Aging,Open
INC-00045390,AST-0014614,2024-05-22,Patch Failure,Medium,0,Vendor Bug,Resolved
INC-00045391,AST-0006492,2023-11-13,Patch Failure,High,3.06,Security Vulnerability,Resolved
INC-00045392,AST-0003635,2026-01-19,Security Alert,High,4.44,Unsupported Software,Closed
INC-00045393,AST-0016941,2025-02-02,Patch Failure,Medium,1.52,Unsupported Software,Resolved
INC-00045394,AST-0022814,2023-12-29,Hardware Failure,Medium,0.39,Hardware Aging,Resolved
INC-00045395,AST-0018421,2023-09-28,Security Alert,High,3.43,Hardware Aging,Resolved
INC-00045396,AST-0020816,2024-12-18,Application Error,Medium,0.14,Hardware Aging,Open
INC-00045397,AST-0010703,2023-09-25,Patch Failure,Medium,0,Hardware Aging,Open
INC-00045398,AST-0018008,2025-10-06,Patch Failure,Critical,11.6,Unsupported Software,Closed
INC-00045399,AST-0002557,2024-10-15,Network Outage,Medium,0,Unsupported Software,Open
INC-00045400,AST-0018867,2023-08-17,Application Error,Medium,3.2,Hardware Aging,Closed
INC-00045401,AST-0001690,2024-05-07,Security Alert,Low,2.06,Configuration Drift,Resolved
INC-00045402,AST-0001431,2023-09-22,Storage Alert,Medium,0.06,Unsupported Software,Problem Created
INC-00045403,AST-0006308,2025-08-12,Patch Failure,Medium,0.77,Unsupported Software,Resolved
INC-00045404,AST-0005680,2025-09-12,Hardware Failure,Low,0,Unsupported Software,Closed
INC-00045405,AST-0009988,2026-04-27,Security Alert,Medium,1.59,Unknown,Closed
INC-00045406,AST-0021219,2025-07-17,Hardware Failure,Low,0,Security Vulnerability,Resolved
INC-00045407,AST-0005596,2026-02-04,OS Issue,Low,0,Unsupported Software,Closed
INC-00045408,AST-0011026,2023-12-20,Application Error,Low,1.29,Vendor Bug,Closed
INC-00045409,AST-0016680,2025-03-21,Performance Degradation,High,3.05,Vendor Bug,Resolved
INC-00045410,AST-0006799,2023-12-12,Hardware Failure,Medium,3.08,Configuration Drift,Resolved
INC-00045411,AST-0010537,2024-03-03,Patch Failure,Low,0,User Error,Resolved
INC-00045412,AST-0010778,2026-01-19,Application Error,Medium,2.99,Security Vulnerability,Resolved
INC-00045413,AST-0000603,2025-03-07,Hardware Failure,Critical,12.54,Configuration Drift,Open
INC-00045414,AST-0009761,2024-05-10,Security Alert,High,3.33,Vendor Bug,Resolved
INC-00045415,AST-0023075,2023-09-04,Application Error,Low,0,Vendor Bug,Closed
INC-00045416,AST-0014719,2025-06-26,Hardware Failure,High,6.94,Unknown,Problem Created
INC-00045417,AST-0009561,2024-01-12,Storage Alert,High,5.29,User Error,Resolved
INC-00045418,AST-0004124,2023-10-30,Performance Degradation,Low,0.4,Configuration Drift,Open
INC-00045419,AST-0022856,2023-11-06,Hardware Failure,Low,0,Capacity Issue,Closed
INC-00045420,AST-0004297,2024-09-05,Network Outage,Medium,1.73,Hardware Aging,Resolved
INC-00045421,AST-0021338,2024-05-29,Performance Degradation,Low,0,Unknown,Resolved
INC-00045422,AST-0005962,2023-11-11,Security Alert,Low,2.28,Unknown,Closed
INC-00045423,AST-0020878,2024-06-19,Application Error,Medium,0,Unsupported Software,Resolved
INC-00045424,AST-0015658,2026-03-23,Patch Failure,Medium,2.49,Hardware Aging,Open
INC-00045425,AST-0011362,2025-04-06,Performance Degradation,Critical,11.8,Configuration Drift,Closed
INC-00045426,AST-0013580,2023-06-25,Hardware Failure,Medium,0.21,Capacity Issue,Resolved
INC-00045427,AST-0015518,2023-07-21,Security Alert,Critical,12.49,Unsupported Software,Resolved
INC-00045428,AST-0002031,2024-10-28,Security Alert,Low,0,Configuration Drift,Open
INC-00045429,AST-0020694,2023-10-01,Application Error,Low,0,Security Vulnerability,Open
INC-00045430,AST-0001747,2025-09-26,Performance Degradation,Low,1.23,Hardware Aging,Closed
INC-00045431,AST-0015495,2025-11-16,Hardware Failure,Medium,6.33,Vendor Bug,Closed
INC-00045432,AST-0013327,2023-12-28,Security Alert,Medium,0.53,User Error,Closed
INC-00045433,AST-0016818,2025-12-15,Hardware Failure,Low,3.59,Vendor Bug,Closed
INC-00045434,AST-0005127,2024-08-27,Hardware Failure,Medium,2.05,Configuration Drift,Closed
INC-00045435,AST-0022985,2023-07-16,Patch Failure,Medium,0.73,Capacity Issue,Resolved
INC-00045436,AST-0021272,2024-10-27,Performance Degradation,Low,1.18,Configuration Drift,Open
INC-00045437,AST-0007202,2024-11-11,Security Alert,Medium,0.11,Unsupported Software,Open
INC-00045438,AST-0008547,2023-10-26,Performance Degradation,Critical,13.23,Unknown,Closed
INC-00045439,AST-0022231,2023-11-01,Performance Degradation,Medium,1.87,Vendor Bug,Problem Created
INC-00045440,AST-0016302,2023-11-08,Network Outage,High,5.04,Vendor Bug,Open
INC-00045441,AST-0022062,2024-11-26,OS Issue,Medium,5.89,Unknown,Resolved
INC-00045442,AST-0004576,2023-09-24,Hardware Failure,High,2.9,Configuration Drift,Resolved
INC-00045443,AST-0007233,2025-05-18,Storage Alert,Medium,0.78,Security Vulnerability,Closed
INC-00045444,AST-0017236,2024-06-15,Security Alert,Medium,0,Configuration Drift,Resolved
INC-00045445,AST-0005390,2025-07-15,Performance Degradation,Critical,12.24,Vendor Bug,Open
INC-00045446,AST-0007694,2026-05-09,Hardware Failure,High,5.73,Capacity Issue,Open
INC-00045447,AST-0023830,2026-01-16,Patch Failure,Medium,0.67,Capacity Issue,Closed
INC-00045448,AST-0021963,2025-07-09,Security Alert,Medium,0,Hardware Aging,Resolved
INC-00045449,AST-0022479,2026-03-18,Application Error,Low,0.12,Capacity Issue,Open
INC-00045450,AST-0021786,2024-02-15,Performance Degradation,Low,0,User Error,Problem Created
INC-00045451,AST-0022191,2025-09-08,Performance Degradation,Medium,1.9,Vendor Bug,Resolved
INC-00045452,AST-0010993,2023-08-31,Security Alert,High,4.35,Capacity Issue,Closed
INC-00045453,AST-0002763,2025-01-12,Security Alert,Low,1.93,Security Vulnerability,Closed
INC-00045454,AST-0011090,2024-10-31,Application Error,High,2.46,Security Vulnerability,Resolved
INC-00045455,AST-0008286,2023-10-14,Hardware Failure,Medium,2.03,Vendor Bug,Closed
INC-00045456,AST-0018360,2026-02-13,Security Alert,High,2.68,Unsupported Software,Resolved
INC-00045457,AST-0015854,2025-10-24,Network Outage,High,1.68,Capacity Issue,Closed
INC-00045458,AST-0007017,2025-10-10,Hardware Failure,High,6.08,Configuration Drift,Resolved
INC-00045459,AST-0013426,2025-12-31,Hardware Failure,Medium,0,User Error,Closed
INC-00045460,AST-0007462,2024-08-02,Patch Failure,Low,0,Vendor Bug,Closed
INC-00045461,AST-0002937,2025-08-13,Network Outage,Medium,2.39,Configuration Drift,Open
INC-00045462,AST-0008353,2023-06-06,Performance Degradation,Medium,2.18,Configuration Drift,Open
INC-00045463,AST-0023554,2026-02-27,Network Outage,Medium,1.04,Configuration Drift,Open
INC-00045464,AST-0008321,2024-01-18,Performance Degradation,High,5.86,Configuration Drift,Problem Created
INC-00045465,AST-0019444,2024-08-14,Performance Degradation,High,2.61,Unsupported Software,Resolved
INC-00045466,AST-0017193,2023-07-24,Application Error,Medium,1.98,Unknown,Resolved
INC-00045467,AST-0022383,2024-04-16,Patch Failure,Medium,5.09,Configuration Drift,Problem Created
INC-00045468,AST-0001045,2025-03-17,Performance Degradation,Critical,11.26,Security Vulnerability,Open
INC-00045469,AST-0023859,2023-11-11,Application Error,Medium,3.67,Unsupported Software,Resolved
INC-00045470,AST-0017093,2025-07-26,Application Error,Low,0.57,Vendor Bug,Resolved
INC-00045471,AST-0008280,2026-01-01,Performance Degradation,High,4.25,Vendor Bug,Open
INC-00045472,AST-0013211,2026-05-13,Network Outage,Low,0,Security Vulnerability,Closed
INC-00045473,AST-0018654,2024-07-01,Security Alert,Medium,1.93,Hardware Aging,Open
INC-00045474,AST-0003989,2025-10-12,Hardware Failure,Medium,2.16,Vendor Bug,Resolved
INC-00045475,AST-0009736,2024-10-07,Network Outage,Medium,1.19,Unsupported Software,Open
INC-00045476,AST-0008122,2025-10-31,Application Error,High,5.85,Configuration Drift,Open
INC-00045477,AST-0022570,2023-07-27,OS Issue,Medium,1.22,Security Vulnerability,Problem Created
INC-00045478,AST-0012711,2025-07-05,Network Outage,Low,0.99,Unsupported Software,Resolved
INC-00045479,AST-0022627,2024-03-18,Hardware Failure,Medium,0.81,Unsupported Software,Closed
INC-00045480,AST-0012368,2025-10-02,Storage Alert,Low,0.56,Unknown,Resolved
INC-00045481,AST-0004416,2023-12-30,Security Alert,High,6.98,Hardware Aging,Resolved
INC-00045482,AST-0004223,2024-05-28,Application Error,High,4.06,Unsupported Software,Problem Created
INC-00045483,AST-0023798,2023-08-12,Security Alert,Low,0.72,Hardware Aging,Resolved
INC-00045484,AST-0019098,2024-03-05,Storage Alert,Low,0,Configuration Drift,Resolved
INC-00045485,AST-0002158,2023-12-29,Security Alert,Medium,0,Capacity Issue,Open
INC-00045486,AST-0023712,2025-06-19,Performance Degradation,Medium,1.99,Vendor Bug,Resolved
INC-00045487,AST-0002152,2024-11-01,Storage Alert,Low,0.19,Configuration Drift,Open
INC-00045488,AST-0021342,2026-03-27,Application Error,Low,0,Configuration Drift,Closed
INC-00045489,AST-0015717,2026-04-21,Hardware Failure,Medium,1.16,Unknown,Resolved
INC-00045490,AST-0009560,2023-11-22,Application Error,Medium,2.64,Unknown,Closed
INC-00045491,AST-0000834,2024-09-01,Storage Alert,High,5.19,Unsupported Software,Closed
INC-00045492,AST-0019851,2024-03-25,Network Outage,Critical,10.72,Unsupported Software,Resolved
INC-00045493,AST-0008712,2026-04-27,OS Issue,High,6.33,Hardware Aging,Problem Created
INC-00045494,AST-0021626,2025-07-21,Hardware Failure,Low,1.0,Capacity Issue,Resolved
INC-00045495,AST-0006564,2024-07-23,Application Error,Medium,1.05,Unknown,Problem Created
INC-00045496,AST-0001142,2024-02-21,Network Outage,Low,0,User Error,Resolved
INC-00045497,AST-0011090,2024-06-21,Patch Failure,Medium,1.41,Unsupported Software,Problem Created
INC-00045498,AST-0010779,2026-01-17,OS Issue,Medium,0.35,User Error,Open
INC-00045499,AST-0011236,2024-05-14,Hardware Failure,Medium,2.29,Security Vulnerability,Resolved
INC-00045500,AST-0012323,2025-06-27,Application Error,Low,0.43,Unsupported Software,Problem Created
INC-00045501,AST-0001990,2024-11-21,OS Issue,Low,0,User Error,Resolved
INC-00045502,AST-0016966,2024-10-17,Security Alert,High,2.87,Configuration Drift,Closed
INC-00045503,AST-0007736,2025-12-04,Application Error,High,3.68,User Error,Resolved
INC-00045504,AST-0001539,2025-07-10,Patch Failure,High,3.28,Vendor Bug,Open
INC-00045505,AST-0020767,2025-01-03,Security Alert,Low,0,Capacity Issue,Closed
INC-00045506,AST-0002508,2026-01-11,Hardware Failure,Low,2.66,User Error,Resolved
INC-00045507,AST-0018269,2025-12-28,Patch Failure,Medium,2.82,Configuration Drift,Problem Created
INC-00045508,AST-0019645,2025-01-22,OS Issue,Medium,1.06,Vendor Bug,Resolved
INC-00045509,AST-0023601,2023-10-19,Security Alert,Low,2.9,User Error,Open
INC-00045510,AST-0020077,2025-01-26,Patch Failure,Medium,1.97,Configuration Drift,Open
INC-00045511,AST-0016992,2025-08-03,Patch Failure,Medium,0.65,Configuration Drift,Open
INC-00045512,AST-0008973,2024-06-07,OS Issue,High,5.74,Capacity Issue,Open
INC-00045513,AST-0014197,2025-09-06,OS Issue,Medium,0,Hardware Aging,Problem Created
INC-00045514,AST-0013790,2025-04-23,Security Alert,Critical,10.74,Vendor Bug,Open
INC-00045515,AST-0013484,2025-08-14,Application Error,High,5.21,Unsupported Software,Closed
INC-00045516,AST-0009441,2024-11-19,Network Outage,Low,0,Configuration Drift,Problem Created
INC-00045517,AST-0020248,2025-09-10,Patch Failure,Medium,2.67,Unsupported Software,Open
INC-00045518,AST-0004444,2025-11-27,Application Error,Medium,0.99,Hardware Aging,Closed
INC-00045519,AST-0020932,2025-01-31,Application Error,Medium,1.12,Configuration Drift,Problem Created
INC-00045520,AST-0008401,2023-12-05,OS Issue,High,0.83,Hardware Aging,Resolved
INC-00045521,AST-0022515,2024-08-28,Application Error,Medium,0,Security Vulnerability,Resolved
INC-00045522,AST-0002768,2025-07-31,Storage Alert,Low,0.63,Unsupported Software,Closed
INC-00045523,AST-0009331,2023-09-27,Security Alert,Medium,0,Vendor Bug,Resolved
INC-00045524,AST-0008423,2025-03-06,Network Outage,Low,4.74,Security Vulnerability,Closed
INC-00045525,AST-0012562,2023-06-18,Hardware Failure,Medium,1.13,Vendor Bug,Closed
INC-00045526,AST-0015057,2026-01-11,Patch Failure,High,4.47,Security Vulnerability,Problem Created
INC-00045527,AST-0010388,2023-12-06,Performance Degradation,Low,0,Hardware Aging,Problem Created
INC-00045528,AST-0011866,2023-08-27,Security Alert,Critical,13.15,Hardware Aging,Resolved
INC-00045529,AST-0012895,2025-09-29,Patch Failure,High,6.9,Security Vulnerability,Problem Created
INC-00045530,AST-0019672,2023-07-21,Network Outage,Medium,1.28,Security Vulnerability,Closed
INC-00045531,AST-0015269,2025-09-25,Patch Failure,Low,0.15,Unknown,Resolved
INC-00045532,AST-0005693,2024-12-28,Storage Alert,Low,0,Configuration Drift,Problem Created
INC-00045533,AST-0017017,2026-05-06,Application Error,Low,0,Unknown,Resolved
INC-00045534,AST-0005586,2024-07-25,Patch Failure,Low,0,Hardware Aging,Resolved
INC-00045535,AST-0000591,2023-10-29,Hardware Failure,High,3.03,Capacity Issue,Closed
INC-00045536,AST-0013590,2024-05-18,Storage Alert,Medium,2.98,Configuration Drift,Closed
INC-00045537,AST-0017517,2023-12-25,OS Issue,Low,0.61,Hardware Aging,Open
INC-00045538,AST-0006755,2026-05-02,Security Alert,Low,0,Unsupported Software,Closed
INC-00045539,AST-0022439,2025-06-30,Hardware Failure,Medium,3.36,Unsupported Software,Closed
INC-00045540,AST-0012461,2023-11-19,Network Outage,High,0.32,User Error,Resolved
INC-00045541,AST-0005094,2025-12-27,Network Outage,High,2.78,Hardware Aging,Resolved
INC-00045542,AST-0020569,2023-10-18,Network Outage,High,5.48,Unknown,Resolved
INC-00045543,AST-0013388,2024-09-05,Storage Alert,Low,0,Unknown,Open
INC-00045544,AST-0021380,2025-07-05,Security Alert,Low,0,Unsupported Software,Open
INC-00045545,AST-0000385,2023-11-10,Performance Degradation,Low,0.17,Hardware Aging,Open
INC-00045546,AST-0022668,2024-11-25,Network Outage,Medium,0.3,User Error,Resolved
INC-00045547,AST-0011069,2025-10-01,Application Error,Medium,1.83,Configuration Drift,Resolved
INC-00045548,AST-0022051,2025-11-28,Patch Failure,Critical,10.38,Hardware Aging,Closed
INC-00045549,AST-0018617,2023-12-17,Network Outage,Low,0,Configuration Drift,Open
INC-00045550,AST-0023046,2025-03-29,Hardware Failure,Medium,2.54,Capacity Issue,Problem Created
INC-00045551,AST-0013924,2024-04-14,Application Error,Low,0.4,Vendor Bug,Problem Created
INC-00045552,AST-0016342,2024-12-03,OS Issue,Critical,10.45,Configuration Drift,Closed
INC-00045553,AST-0018961,2026-01-10,Storage Alert,Medium,0,Vendor Bug,Resolved
INC-00045554,AST-0013204,2024-07-15,Performance Degradation,Low,2.04,Vendor Bug,Resolved
INC-00045555,AST-0002618,2026-03-12,Performance Degradation,High,2.46,Configuration Drift,Resolved
INC-00045556,AST-0001993,2024-04-06,OS Issue,Critical,11.82,User Error,Closed
INC-00045557,AST-0004595,2026-03-20,Network Outage,Low,0.05,Security Vulnerability,Resolved
INC-00045558,AST-0007336,2025-10-18,Application Error,Low,0,Hardware Aging,Open
INC-00045559,AST-0006892,2024-05-13,Hardware Failure,Medium,2.66,Hardware Aging,Resolved
INC-00045560,AST-0020401,2026-02-07,Patch Failure,High,3.98,Hardware Aging,Resolved
INC-00045561,AST-0002989,2024-02-04,Network Outage,Low,0.57,Hardware Aging,Resolved
INC-00045562,AST-0011144,2023-11-23,Security Alert,High,4.74,Hardware Aging,Open
INC-00045563,AST-0001257,2024-03-28,Performance Degradation,High,3.17,Configuration Drift,Open
INC-00045564,AST-0020022,2024-06-18,Performance Degradation,High,4.49,Configuration Drift,Resolved
INC-00045565,AST-0007242,2025-01-03,Hardware Failure,Low,2.19,Unsupported Software,Open
INC-00045566,AST-0002292,2025-07-17,Storage Alert,Medium,2.76,Capacity Issue,Problem Created
INC-00045567,AST-0012181,2026-01-21,Storage Alert,High,5.16,Vendor Bug,Open
INC-00045568,AST-0019676,2025-10-05,Hardware Failure,Low,1.44,Hardware Aging,Closed
INC-00045569,AST-0022195,2026-02-26,Network Outage,Low,2.68,Vendor Bug,Resolved
INC-00045570,AST-0000395,2025-10-03,Performance Degradation,Medium,3.16,Unsupported Software,Closed
INC-00045571,AST-0018108,2025-07-14,Security Alert,High,0,Unknown,Resolved
INC-00045572,AST-0012219,2023-10-01,Hardware Failure,Low,1.05,Security Vulnerability,Problem Created
INC-00045573,AST-0001071,2024-07-16,Application Error,Low,0.35,Unsupported Software,Problem Created
INC-00045574,AST-0010003,2024-05-26,Storage Alert,High,4.75,Configuration Drift,Resolved
INC-00045575,AST-0018071,2024-12-05,Storage Alert,Low,0,Unsupported Software,Resolved
INC-00045576,AST-0012114,2024-07-11,Network Outage,Critical,14.2,Vendor Bug,Problem Created
INC-00045577,AST-0014435,2023-12-12,Hardware Failure,Low,0,Configuration Drift,Closed
INC-00045578,AST-0022892,2024-04-19,OS Issue,Medium,0,Configuration Drift,Closed
INC-00045579,AST-0018073,2024-05-02,Performance Degradation,Critical,12.34,Unsupported Software,Resolved
INC-00045580,AST-0017314,2024-01-22,Performance Degradation,Low,0,Vendor Bug,Problem Created
INC-00045581,AST-0009089,2026-01-21,Hardware Failure,Medium,1.79,User Error,Resolved
INC-00045582,AST-0000752,2026-04-09,Application Error,High,2.35,Hardware Aging,Resolved
INC-00045583,AST-0002548,2024-05-07,Hardware Failure,Medium,0.86,User Error,Closed
INC-00045584,AST-0019815,2024-06-30,Application Error,Critical,12.9,Hardware Aging,Closed
INC-00045585,AST-0003704,2023-06-23,Security Alert,Medium,0.17,Hardware Aging,Open
INC-00045586,AST-0007330,2025-11-23,Storage Alert,Medium,0.91,User Error,Problem Created
INC-00045587,AST-0023791,2024-04-29,Storage Alert,High,4.36,User Error,Resolved
INC-00045588,AST-0005399,2024-12-04,Security Alert,High,3.65,Vendor Bug,Resolved
INC-00045589,AST-0014909,2023-07-18,Storage Alert,Medium,1.71,Unknown,Open
INC-00045590,AST-0019439,2023-07-08,Storage Alert,Medium,2.14,User Error,Resolved
INC-00045591,AST-0014333,2026-02-23,Hardware Failure,Medium,0,Unknown,Open
INC-00045592,AST-0005664,2025-10-07,Hardware Failure,Low,1.22,Security Vulnerability,Problem Created
INC-00045593,AST-0016437,2024-09-16,Security Alert,Critical,13.53,Unknown,Open
INC-00045594,AST-0018672,2026-01-09,Application Error,Medium,0.87,Security Vulnerability,Closed
INC-00045595,AST-0003087,2025-04-23,Network Outage,Low,0,Security Vulnerability,Open
INC-00045596,AST-0007563,2024-12-15,Patch Failure,Low,1.67,Unknown,Resolved
INC-00045597,AST-0023726,2024-07-05,Patch Failure,Medium,1.62,Security Vulnerability,Resolved
INC-00045598,AST-0011527,2023-10-07,Network Outage,Medium,0,Unknown,Resolved
INC-00045599,AST-0017575,2025-08-23,Performance Degradation,Medium,0,Security Vulnerability,Resolved
INC-00045600,AST-0020740,2025-04-25,OS Issue,Medium,0.98,Configuration Drift,Resolved
INC-00045601,AST-0015673,2025-01-09,Patch Failure,Low,1.41,User Error,Resolved
